# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	COUNTERPART	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	SEGMENTS	COGID	ALIGNMENT
1877	Yolmo	TURMERIC	juŋa	Turmeric:Mid-Rise	j u ŋ a	6 7 4 7	AXBZ	JYNA	8	8.J.C 8.Y.V 8.N.C 8.A.V	2.0 1.5 1.75 0.8	0	j u ŋ a	529	j u ŋ a
#
177	Gyalsumdo	TWELVE	tɕuɲi	Twelve:	t ɕ u ɲ i	1 3 7 4 7	ACXBZ	TSYNI	1	1.T.C 1.S.C 1.Y.V 1.N.C 1.I.V	2.0 1.5 1.5 1.75 0.8	0	t ɕ u ɲ i	530	t ɕ - u - ɲ i
437	Jirel	TWELVE	tɕuŋɲi	Twelve:	t ɕ u ŋ ɲ i	1 3 7 4 4 7	ACXMBZ	TSYNNI	2	2.T.C 2.S.C 2.Y.V 2.N.c 2.N.C 2.I.V	2.0 1.5 1.5 1.1 1.75 0.8	0	t ɕ u ŋ ɲ i	530	t ɕ - u ŋ ɲ i
695	Kagate	TWELVE	tɕikŋi	Twelve:	t ɕ i k ŋ i	1 3 7 1 4 7	ACXBCZ	TSIKNI	3	3.T.C 3.S.C 3.I.V 3.K.C 3.N.C 3.I.V	2.0 1.5 1.5 1.75 1.5 0.8	0	t ɕ i k ŋ i	530	t ɕ - i k ŋ i
952	Lowa	TWELVE	tɕuɲi	Twelve:	t ɕ u ɲ i	1 3 7 4 7	ACXBZ	TSYNI	4	4.T.C 4.S.C 4.Y.V 4.N.C 4.I.V	2.0 1.5 1.5 1.75 0.8	0	t ɕ u ɲ i	530	t ɕ - u - ɲ i
1203	Nubri	TWELVE	tɕjuɲi	Twelve:	t ɕ j u ɲ i	1 3 6 7 4 7	ACCXBZ	TSJYNI	5	5.T.C 5.S.C 5.J.C 5.Y.V 5.N.C 5.I.V	2.0 1.5 1.5 1.5 1.75 0.8	0	t ɕ j u ɲ i	530	t ɕ j u - ɲ i
1456	Sherpa	TWELVE	tɕjuŋi	Twelve:	t ɕ j u ŋ i	1 3 6 7 4 7	ACCXBZ	TSJYNI	6	6.T.C 6.S.C 6.J.C 6.Y.V 6.N.C 6.I.V	2.0 1.5 1.5 1.5 1.75 0.8	0	t ɕ j u ŋ i	530	t ɕ j u - ŋ i
1699	Tsum	TWELVE	tɕuɲi	Twelve:	t ɕ u ɲ i	1 3 7 4 7	ACXBZ	TSYNI	7	7.T.C 7.S.C 7.Y.V 7.N.C 7.I.V	2.0 1.5 1.5 1.75 0.8	0	t ɕ u ɲ i	530	t ɕ - u - ɲ i
1963	Yolmo	TWELVE	tɕiɲi	Twelve:	t ɕ i ɲ i	1 3 7 4 7	ACXBZ	TSINI	8	8.T.C 8.S.C 8.I.V 8.N.C 8.I.V	2.0 1.5 1.5 1.75 0.8	0	t ɕ i ɲ i	530	t ɕ - i - ɲ i
#
178	Gyalsumdo	TWENTY	ɲiɕu	Twenty:	ɲ i ɕ u	4 7 3 7	AXBZ	NISY	1	1.N.C 1.I.V 1.S.C 1.Y.V	2.0 1.5 1.75 0.8	0	ɲ i ɕ u	531	ɲ i - ɕ - u
438	Jirel	TWENTY	kʰaldʑik	Twenty:	kʰ a l d ʑ i k	1 7 5 1 3 7 1	AXMBCYN	KALTSIK	2	2.K.C 2.A.V 2.L.c 2.T.C 2.S.C 2.I.V 2.K.c	2.0 1.5 1.1 1.75 1.5 1.3 0.8	0	kʰ a l d ʑ i k	532	kʰ a l d ʑ i k
696	Kagate	TWENTY	ŋiɕju	Twenty:	ŋ i ɕ j u	4 7 3 6 7	AXBCZ	NISJY	3	3.N.C 3.I.V 3.S.C 3.J.C 3.Y.V	2.0 1.5 1.75 1.5 0.8	0	ŋ i ɕ j u	531	ŋ i - ɕ j u
953	Lowa	TWENTY	ɲidʑu	Twenty:	ɲ i d ʑ u	4 7 1 3 7	AXBCZ	NITSY	4	4.N.C 4.I.V 4.T.C 4.S.C 4.Y.V	2.0 1.5 1.75 1.5 0.8	0	ɲ i d ʑ u	531	ɲ i d ʑ - u
1204	Nubri	TWENTY	ɲiɕu	Twenty:	ɲ i ɕ u	4 7 3 7	AXBZ	NISY	5	5.N.C 5.I.V 5.S.C 5.Y.V	2.0 1.5 1.75 0.8	0	ɲ i ɕ u	531	ɲ i - ɕ - u
1457	Sherpa	TWENTY	ɲiɕju	Twenty:	ɲ i ɕ j u	4 7 3 6 7	AXBCZ	NISJY	6	6.N.C 6.I.V 6.S.C 6.J.C 6.Y.V	2.0 1.5 1.75 1.5 0.8	0	ɲ i ɕ j u	531	ɲ i - ɕ j u
1700	Tsum	TWENTY	ɲiɕu	Twenty:	ɲ i ɕ u	4 7 3 7	AXBZ	NISY	7	7.N.C 7.I.V 7.S.C 7.Y.V	2.0 1.5 1.75 0.8	0	ɲ i ɕ u	531	ɲ i - ɕ - u
1964	Yolmo	TWENTY	ɲiɕju	Twenty:	ɲ i ɕ j u	4 7 3 6 7	AXBCZ	NISJY	8	8.N.C 8.I.V 8.S.C 8.J.C 8.Y.V	2.0 1.5 1.75 1.5 0.8	0	ɲ i ɕ j u	531	ɲ i - ɕ j u
1965	Yolmo	TWENTY	kʰaldʑi	Twenty:	kʰ a l d ʑ i	1 7 5 1 3 7	AXMBCZ	KALTSI	8	8.K.C 8.A.V 8.L.c 8.T.C 8.S.C 8.I.V	2.0 1.5 1.1 1.75 1.5 0.8	0	kʰ a l d ʑ i	532	kʰ a l d ʑ i -
#
166	Gyalsumdo	TWO	ɲi	Two:High	ɲ i	4 7	AX	NI	1	1.N.C 1.I.V	2.0 1.5	1	ɲ i	533	ɲ i
427	Jirel	TWO	ɲi	Two:High	ɲ i	4 7	AX	NI	2	2.N.C 2.I.V	2.0 1.5	0	ɲ i	533	ɲ i
685	Kagate	TWO	ŋi	Two:Low-Rise	ŋ i	4 7	AX	NI	3	3.N.C 3.I.V	2.0 1.5	1	ŋ i	533	ŋ i
941	Lowa	TWO	ɲi	Two:High	ɲ i	4 7	AX	NI	4	4.N.C 4.I.V	2.0 1.5	0	ɲ i	533	ɲ i
1192	Nubri	TWO	ɲi	Two:Mid	ɲ i	4 7	AX	NI	5	5.N.C 5.I.V	2.0 1.5	0	ɲ i	533	ɲ i
1446	Sherpa	TWO	ɲi	Two:Mid	ɲ i	4 7	AX	NI	6	6.N.C 6.I.V	2.0 1.5	0	ɲ i	533	ɲ i
1689	Tsum	TWO	ɲi	Two:High	ɲ i	4 7	AX	NI	7	7.N.C 7.I.V	2.0 1.5	0	ɲ i	533	ɲ i
1953	Yolmo	TWO	ɲi	Two:High	ɲ i	4 7	AX	NI	8	8.N.C 8.I.V	2.0 1.5	0	ɲ i	533	ɲ i
#
239	Gyalsumdo	UPROOT	pi	To uproot:High	p i	1 7	AX	PI	1	1.P.C 1.I.V	2.0 1.5	0	p i	536	p i - -
501	Jirel	UPROOT	pʰalat̪e	To uproot:	pʰ a l a t̪ e	1 7 5 7 1 7	AXBYBZ	PALATE	2	2.P.C 2.A.V 2.L.C 2.A.V 2.T.C 2.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	pʰ a l a t̪ e	539	pʰ a l a t̪ e
751	Kagate	UPROOT	podze	To uproot:High	p o d z e	1 7 1 3 7	AXBCZ	PUTSE	3	3.P.C 3.U.V 3.T.C 3.S.C 3.E.V	2.0 1.5 1.75 1.5 0.8	0	p o d z e	535	p o d z e -
1011	Lowa	UPROOT	pije	To uproot:High	p i j e	1 7 6 7	AXBZ	PIJE	4	4.P.C 4.I.V 4.J.C 4.E.V	2.0 1.5 1.75 0.8	0	p i j e	536	p i j e
1259	Nubri	UPROOT	kɔ	To uproot:Mid	k ɔ	1 7	AX	KU	5	5.K.C 5.U.V	2.0 1.5	0	k ɔ	538	k ɔ
1510	Sherpa	UPROOT	pʰəlɡu	To uproot:	pʰ ə l ɡ u	1 7 5 1 7	AXMBZ	PELKY	6	6.P.C 6.E.V 6.L.c 6.K.C 6.Y.V	2.0 1.5 1.1 1.75 0.8	0	pʰ ə l ɡ u	537	pʰ ə l ɡ u
1763	Tsum	UPROOT	waʔ	To uproot:High	w a ʔ	6 7 1	AXN	WAH	7	7.W.C 7.A.V 7.H.c	2.0 1.5 0.8	0	w a ʔ	534	w a ʔ -
1764	Tsum	UPROOT	waso	To uproot:High	w a s o	6 7 3 7	AXBZ	WASU	7	7.W.C 7.A.V 7.S.C 7.U.V	2.0 1.5 1.75 0.8	0	w a s o	534	w a s o
2021	Yolmo	UPROOT	pod̪oŋ	To uproot:High	p o d̪ o ŋ	1 7 1 7 4	AXBYN	PUTUN	8	8.P.C 8.U.V 8.T.C 8.U.V 8.N.c	2.0 1.5 1.75 1.3 0.8	0	p o d̪ o ŋ	535	p o d̪ - o ŋ
#
27	Gyalsumdo	URINE	tɕiŋ	Urine:High	t ɕ i ŋ	1 3 7 4	ACXN	TSIN	1	1.T.C 1.S.C 1.I.V 1.N.c	2.0 1.5 1.5 0.8	0	t ɕ i ŋ	540	t ɕ i ŋ
291	Jirel	URINE	tsiŋ	Urine:High	t s i ŋ	1 3 7 4	ACXN	TSIN	2	2.T.C 2.S.C 2.I.V 2.N.c	2.0 1.5 1.5 0.8	0	t s i ŋ	540	t s i ŋ
552	Kagate	URINE	tsiŋ	Urine:High	t s i ŋ	1 3 7 4	ACXN	TSIN	3	3.T.C 3.S.C 3.I.V 3.N.c	2.0 1.5 1.5 0.8	0	t s i ŋ	540	t s i ŋ
805	Lowa	URINE	tsiŋ	Urine:High	t s i ŋ	1 3 7 4	ACXN	TSIN	4	4.T.C 4.S.C 4.I.V 4.N.c	2.0 1.5 1.5 0.8	0	t s i ŋ	540	t s i ŋ
1063	Nubri	URINE	tɕʰi	Urine:Mid	t ɕʰ i	1 3 7	ACX	TSI	5	5.T.C 5.S.C 5.I.V	2.0 1.5 1.5	0	t ɕʰ i	540	t ɕʰ i -
1314	Sherpa	URINE	tsiŋ	Urine:Mid	t s i ŋ	1 3 7 4	ACXN	TSIN	6	6.T.C 6.S.C 6.I.V 6.N.c	2.0 1.5 1.5 0.8	0	t s i ŋ	540	t s i ŋ
1559	Tsum	URINE	tsiŋ	Urine:High	t s i ŋ	1 3 7 4	ACXN	TSIN	7	7.T.C 7.S.C 7.I.V 7.N.c	2.0 1.5 1.5 0.8	0	t s i ŋ	540	t s i ŋ
1823	Yolmo	URINE	tsiŋ	Urine:High	t s i ŋ	1 3 7 4	ACXN	TSIN	8	8.T.C 8.S.C 8.I.V 8.N.c	2.0 1.5 1.5 0.8	0	t s i ŋ	540	t s i ŋ
#
29	Gyalsumdo	VILLAGE	jul	Village:Low-Rise	j u l	6 7 5	AXN	JYL	1	1.J.C 1.Y.V 1.L.c	2.0 1.5 0.8	0	j u l	541	j u l
293	Jirel	VILLAGE	jul	Village:Low-Rise	j u l	6 7 5	AXN	JYL	2	2.J.C 2.Y.V 2.L.c	2.0 1.5 0.8	0	j u l	541	j u l
554	Kagate	VILLAGE	jul	Village:Low-Rise	j u l	6 7 5	AXN	JYL	3	3.J.C 3.Y.V 3.L.c	2.0 1.5 0.8	0	j u l	541	j u l
808	Lowa	VILLAGE	toŋsep	Village:(Low-)Rise	t o ŋ s e p	1 7 4 3 7 1	AXMBYN	TUNSEP	4	4.T.C 4.U.V 4.N.c 4.S.C 4.E.V 4.P.c	2.0 1.5 1.1 1.75 1.3 0.8	0	t o ŋ s e p	542	t o ŋ s e p
1065	Nubri	VILLAGE	jul	Village:Mid	j u l	6 7 5	AXN	JYL	5	5.J.C 5.Y.V 5.L.c	2.0 1.5 0.8	0	j u l	541	j u l
1316	Sherpa	VILLAGE	iul	Village:	iu l	7 5	XN	IL	6	6.I.V 6.L.c	1.5 0.8	0	iu l	541	- iu l
1317	Sherpa	VILLAGE	jul	Village:	j u l	6 7 5	AXN	JYL	6	6.J.C 6.Y.V 6.L.c	2.0 1.5 0.8	0	j u l	541	j u l
1561	Tsum	VILLAGE	jul	Village:Low-Rise	j u l	6 7 5	AXN	JYL	7	7.J.C 7.Y.V 7.L.c	2.0 1.5 0.8	0	j u l	541	j u l
1825	Yolmo	VILLAGE	jul	Village:Mid-Rise	j u l	6 7 5	AXN	JYL	8	8.J.C 8.Y.V 8.L.c	2.0 1.5 0.8	0	j u l	541	j u l
#
213	Gyalsumdo	WALK	kju	To walk:Mid-Rise	k j u	1 6 7	ACX	KJY	1	1.K.C 1.J.C 1.Y.V	2.0 1.5 1.5	0	k j u	544	k j u - - - - -
479	Jirel	WALK	kʰjom	To walk:High	kʰ j o m	1 6 7 4	ACXN	KJUM	2	2.K.C 2.J.C 2.U.V 2.M.c	2.0 1.5 1.5 0.8	0	kʰ j o m	544	kʰ j o m - - - -
480	Jirel	WALK	kʰjambat̪e	To walk:High	kʰ j a m b a t̪ e	1 6 7 4 1 7 1 7	ACXMBYBZ	KJAMPATE	2	2.K.C 2.J.C 2.A.V 2.M.c 2.P.C 2.A.V 2.T.C 2.E.V	2.0 1.5 1.5 1.1 1.75 1.3 1.75 0.8	0	kʰ j a m b a t̪ e	544	kʰ j a m b a t̪ e
729	Kagate	WALK	dodze	To walk:Low-Rise	d o d z e	1 7 1 3 7	AXBCZ	TUTSE	3	3.T.C 3.U.V 3.T.C 3.S.C 3.E.V	2.0 1.5 1.75 1.5 0.8	0	d o d z e	543	- d o d z e
990	Lowa	WALK	ndoje	To walk:Mid	n d o j e	4 1 7 6 7	ACYBZ	NTUJE	4	4.N.C 4.T.C 4.U.V 4.J.C 4.E.V	2.0 1.5 1.3 1.75 0.8	0	n d o j e	543	n d o j - e
1237	Nubri	WALK	kombaɡjap	To walk:	k o m b a ɡ j a p	1 7 4 1 7 1 6 7 1	AXMBYBCYN	KUMPAKJAP	5	5.K.C 5.U.V 5.M.c 5.P.C 5.A.V 5.K.C 5.J.C 5.A.V 5.P.c	2.0 1.5 1.1 1.75 1.3 1.75 1.5 1.3 0.8	0	k o m b a ɡ j a p	545	k o m b a ɡ j a p
1489	Sherpa	WALK	dop	To walk:Low	d o p	1 7 1	AXN	TUP	6	6.T.C 6.U.V 6.P.c	2.0 1.5 0.8	0	d o p	543	- d o p - -
1736	Tsum	WALK	ndo	To walk:Low-Rise	n d o	4 1 7	ACZ	NTU	7	7.N.C 7.T.C 7.U.V	2.0 1.5 0.8	0	n d o	543	n d o - - -
1998	Yolmo	WALK	ndo	To walk:Mid-Rise	n d o	4 1 7	ACZ	NTU	8	8.N.C 8.T.C 8.U.V	2.0 1.5 0.8	0	n d o	543	n d o - - -
#
53	Gyalsumdo	WATER	tɕʰu	Water:Mid-Fall	t ɕʰ u	1 3 7	ACX	TSY	1	1.T.C 1.S.C 1.Y.V	2.0 1.5 1.5	0	t ɕʰ u	546	t ɕʰ - u
315	Jirel	WATER	tɕʰju	Water:High	t ɕʰ j u	1 3 6 7	ACCX	TSJY	2	2.T.C 2.S.C 2.J.C 2.Y.V	2.0 1.5 1.5 1.5	0	t ɕʰ j u	546	t ɕʰ j u
575	Kagate	WATER	tɕʰju	Water:High	t ɕʰ j u	1 3 6 7	ACCX	TSJY	3	3.T.C 3.S.C 3.J.C 3.Y.V	2.0 1.5 1.5 1.5	0	t ɕʰ j u	546	t ɕʰ j u
829	Lowa	WATER	tɕʰju	Water:(Mid-)High	t ɕʰ j u	1 3 6 7	ACCX	TSJY	4	4.T.C 4.S.C 4.J.C 4.Y.V	2.0 1.5 1.5 1.5	0	t ɕʰ j u	546	t ɕʰ j u
1086	Nubri	WATER	tɕʰju	Water:High	t ɕʰ j u	1 3 6 7	ACCX	TSJY	5	5.T.C 5.S.C 5.J.C 5.Y.V	2.0 1.5 1.5 1.5	0	t ɕʰ j u	546	t ɕʰ j u
1339	Sherpa	WATER	tɕʰju	Water:High	t ɕʰ j u	1 3 6 7	ACCX	TSJY	6	6.T.C 6.S.C 6.J.C 6.Y.V	2.0 1.5 1.5 1.5	0	t ɕʰ j u	546	t ɕʰ j u
1583	Tsum	WATER	tɕʰju	Water:	t ɕʰ j u	1 3 6 7	ACCX	TSJY	7	7.T.C 7.S.C 7.J.C 7.Y.V	2.0 1.5 1.5 1.5	0	t ɕʰ j u	546	t ɕʰ j u
1847	Yolmo	WATER	tɕʰu	Water:High	t ɕʰ u	1 3 7	ACX	TSY	8	8.T.C 8.S.C 8.Y.V	2.0 1.5 1.5	0	t ɕʰ u	546	t ɕʰ - u
#
230	Gyalsumdo	WE (EXCLUSIVE)	oɹaŋ	We (exclusive):Low-Rise	o ɹ a ŋ	7 5 7 4	XBYN	URAN	1	1.U.V 1.R.C 1.A.V 1.N.c	1.5 1.75 1.3 0.8	0	o ɹ a ŋ	547	- o ɹ a ŋ - -
742	Kagate	WE (EXCLUSIVE)	ŋi	We (exclusive):Low-Rise	ŋ i	4 7	AX	NI	3	3.N.C 3.I.V	2.0 1.5	0	ŋ i	547	ŋ i - - - - -
1003	Lowa	WE (EXCLUSIVE)	jekja	We (exclusive):(Low-)Rise	j e k j a	6 7 1 6 7	AXBCZ	JEKJA	4	4.J.C 4.E.V 4.K.C 4.J.C 4.A.V	2.0 1.5 1.75 1.5 0.8	0	j e k j a	548	j e k j a
1251	Nubri	WE (EXCLUSIVE)	ɲeɹaŋd̪o	We (exclusive):	ɲ e ɹ a ŋ d̪ o	4 7 5 7 4 1 7	AXBYMBZ	NERANTU	5	5.N.C 5.E.V 5.R.C 5.A.V 5.N.c 5.T.C 5.U.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	0	ɲ e ɹ a ŋ d̪ o	547	ɲ e ɹ a ŋ d̪ o
1502	Sherpa	WE (EXCLUSIVE)	ŋiraŋ	We (exclusive):Mid-Low	ŋ i r a ŋ	4 7 5 7 4	AXBYN	NIRAN	6	6.N.C 6.I.V 6.R.C 6.A.V 6.N.c	2.0 1.5 1.75 1.3 0.8	0	ŋ i r a ŋ	547	ŋ i r a ŋ - -
2012	Yolmo	WE (EXCLUSIVE)	woɹaŋ	We (exclusive):	w o ɹ a ŋ	6 7 5 7 4	AXBYN	WURAN	8	8.W.C 8.U.V 8.R.C 8.A.V 8.N.c	2.0 1.5 1.75 1.3 0.8	0	w o ɹ a ŋ	547	w o ɹ a ŋ - -
#
227	Gyalsumdo	WE (INCLUSIVE)	ɲi	We (inclusive):	ɲ i	4 7	AX	NI	1	1.N.C 1.I.V	2.0 1.5	0	ɲ i	549	ɲ i - - - - - -
228	Gyalsumdo	WE (INCLUSIVE)	ɲija	We (inclusive):	ɲ i j a	4 7 6 7	AXBZ	NIJA	1	1.N.C 1.I.V 1.J.C 1.A.V	2.0 1.5 1.75 0.8	0	ɲ i j a	549	ɲ i j a - - - -
229	Gyalsumdo	WE (INCLUSIVE)	ɲiɹaŋ	We (inclusive):	ɲ i ɹ a ŋ	4 7 5 7 4	AXBYN	NIRAN	1	1.N.C 1.I.V 1.R.C 1.A.V 1.N.c	2.0 1.5 1.75 1.3 0.8	0	ɲ i ɹ a ŋ	549	ɲ i ɹ a ŋ - - -
492	Jirel	WE (INCLUSIVE)	oɹoŋ	We (inclusive):	o ɹ o ŋ	7 5 7 4	XBYN	URUN	2	2.U.V 2.R.C 2.U.V 2.N.c	1.5 1.75 1.3 0.8	0	o ɹ o ŋ	549	- o ɹ o ŋ - - -
493	Jirel	WE (INCLUSIVE)	ŋɡaŋe	We (inclusive):	ŋ ɡ a ŋ e	4 1 7 4 7	ACYBZ	NKANE	2	2.N.C 2.K.C 2.A.V 2.N.C 2.E.V	2.0 1.5 1.3 1.75 0.8	1	ŋ ɡ a ŋ e	551	ŋ ɡ a ŋ e
741	Kagate	WE (INCLUSIVE)	u	We (inclusive):Low-Rise	u	7	X	Y	3	3.Y.V	1.5	0	u	550	u
1002	Lowa	WE (INCLUSIVE)	woɾoŋ	We (inclusive):(Low-)Rise	w o ɾ o ŋ	6 7 5 7 4	AXBYN	WURUN	4	4.W.C 4.U.V 4.R.C 4.U.V 4.N.c	2.0 1.5 1.75 1.3 0.8	0	w o ɾ o ŋ	549	w o ɾ o ŋ - - -
1250	Nubri	WE (INCLUSIVE)	woɹoŋd̪o	We (inclusive):	w o ɹ o ŋ d̪ o	6 7 5 7 4 1 7	AXBYMBZ	WURUNTU	5	5.W.C 5.U.V 5.R.C 5.U.V 5.N.c 5.T.C 5.U.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	0	w o ɹ o ŋ d̪ o	549	w o ɹ o ŋ - d̪ o
1501	Sherpa	WE (INCLUSIVE)	oraŋ	We (inclusive):Mid	o r a ŋ	7 5 7 4	XBYN	URAN	6	6.U.V 6.R.C 6.A.V 6.N.c	1.5 1.75 1.3 0.8	0	o r a ŋ	549	- o r a ŋ - - -
1752	Tsum	WE (INCLUSIVE)	ɲoɹoŋ	We (inclusive):	ɲ o ɹ o ŋ	4 7 5 7 4	AXBYN	NURUN	7	7.N.C 7.U.V 7.R.C 7.U.V 7.N.c	2.0 1.5 1.75 1.3 0.8	0	ɲ o ɹ o ŋ	549	ɲ o ɹ o ŋ - - -
1753	Tsum	WE (INCLUSIVE)	ɲoɹoŋkja	We (inclusive):	ɲ o ɹ o ŋ k j a	4 7 5 7 4 1 6 7	AXBYMBCZ	NURUNKJA	7	7.N.C 7.U.V 7.R.C 7.U.V 7.N.c 7.K.C 7.J.C 7.A.V	2.0 1.5 1.75 1.3 1.1 1.75 1.5 0.8	0	ɲ o ɹ o ŋ k j a	549	ɲ o ɹ o ŋ k j a
2011	Yolmo	WE (INCLUSIVE)	ɲiɹaŋ	We (inclusive):	ɲ i ɹ a ŋ	4 7 5 7 4	AXBYN	NIRAN	8	8.N.C 8.I.V 8.R.C 8.A.V 8.N.c	2.0 1.5 1.75 1.3 0.8	0	ɲ i ɹ a ŋ	549	ɲ i ɹ a ŋ - - -
#
138	Gyalsumdo	WEEK	t̪ynta	Week:Low-Rise	t̪ y n t a	1 7 4 1 7	AXMBZ	TYNTA	1	1.T.C 1.Y.V 1.N.c 1.T.C 1.A.V	2.0 1.5 1.1 1.75 0.8	0	t̪ y n t a	552	t̪ y n t a -
139	Gyalsumdo	WEEK	t̪ynzi	Week:Low-Rise	t̪ y n z i	1 7 4 3 7	AXMBZ	TYNSI	1	1.T.C 1.Y.V 1.N.c 1.S.C 1.I.V	2.0 1.5 1.1 1.75 0.8	0	t̪ y n z i	552	t̪ y n z i -
398	Jirel	WEEK	həpt̪a	Week:	h ə p t̪ a	3 7 1 1 7	AXMBZ	HEPTA	2	2.H.C 2.E.V 2.P.c 2.T.C 2.A.V	2.0 1.5 1.1 1.75 0.8	0	h ə p t̪ a	553	h ə p t̪ a
912	Lowa	WEEK	t̪yntʰaʔ	Week:	t̪ y n tʰ a ʔ	1 7 4 1 7 1	AXMBYN	TYNTAH	4	4.T.C 4.Y.V 4.N.c 4.T.C 4.A.V 4.H.c	2.0 1.5 1.1 1.75 1.3 0.8	0	t̪ y n tʰ a ʔ	552	t̪ y n tʰ a ʔ
1165	Nubri	WEEK	t̪ʏntʰaʔ	Week:(Low-)Rise	t̪ ʏ n tʰ a ʔ	1 7 4 1 7 1	AXMBYN	TYNTAH	5	5.T.C 5.Y.V 5.N.c 5.T.C 5.A.V 5.H.c	2.0 1.5 1.1 1.75 1.3 0.8	0	t̪ ʏ n tʰ a ʔ	552	t̪ ʏ n tʰ a ʔ
1419	Sherpa	WEEK	ɦapt̪a	Week:	ɦ a p t̪ a	3 7 1 1 7	AXMBZ	HAPTA	6	6.H.C 6.A.V 6.P.c 6.T.C 6.A.V	2.0 1.5 1.1 1.75 0.8	0	ɦ a p t̪ a	553	ɦ a p t̪ a
1662	Tsum	WEEK	t̪yndaʔ	Week:Low-Rise	t̪ y n d a ʔ	1 7 4 1 7 1	AXMBYN	TYNTAH	7	7.T.C 7.Y.V 7.N.c 7.T.C 7.A.V 7.H.c	2.0 1.5 1.1 1.75 1.3 0.8	0	t̪ y n d a ʔ	552	t̪ y n d a ʔ
1926	Yolmo	WEEK	ɲimat̪in	Week:	ɲ i m a t̪ i n	4 7 4 7 1 7 4	AXBYBYN	NIMATIN	8	8.N.C 8.I.V 8.M.C 8.A.V 8.T.C 8.I.V 8.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	ɲ i m a t̪ i n	554	ɲ i m a t̪ i n
#
146	Gyalsumdo	WET	taŋmu	Wet:Low-Rise	t a ŋ m u	1 7 4 4 7	AXMBZ	TANMY	1	1.T.C 1.A.V 1.N.c 1.M.C 1.Y.V	2.0 1.5 1.1 1.75 0.8	0	t a ŋ m u	555	t a ŋ m u
405	Jirel	WET	tʰəŋɡe	Wet:	tʰ ə ŋ ɡ e	1 7 4 1 7	AXMBZ	TENKE	2	2.T.C 2.E.V 2.N.c 2.K.C 2.E.V	2.0 1.5 1.1 1.75 0.8	0	tʰ ə ŋ ɡ e	558	tʰ ə ŋ ɡ e
665	Kagate	WET	taŋbu	Wet:Low-Rise	t a ŋ b u	1 7 4 1 7	AXMBZ	TANPY	3	3.T.C 3.A.V 3.N.c 3.P.C 3.Y.V	2.0 1.5 1.1 1.75 0.8	0	t a ŋ b u	555	t a ŋ b u
921	Lowa	WET	taŋa	Wet:(Low-)Rise	t a ŋ a	1 7 4 7	AXBZ	TANA	4	4.T.C 4.A.V 4.N.C 4.A.V	2.0 1.5 1.75 0.8	0	t a ŋ a	557	t a ŋ a
1172	Nubri	WET	lompa	Wet:Mid	l o m p a	5 7 4 1 7	AXMBZ	LUMPA	5	5.L.C 5.U.V 5.M.c 5.P.C 5.A.V	2.0 1.5 1.1 1.75 0.8	0	l o m p a	556	- l o m p a
1426	Sherpa	WET	tʰeŋa	Wet:Low-Rise	tʰ e ŋ a	1 7 4 7	AXBZ	TENA	6	6.T.C 6.E.V 6.N.C 6.A.V	2.0 1.5 1.75 0.8	0	tʰ e ŋ a	557	tʰ e ŋ a
1669	Tsum	WET	nd̪ompa	Wet:Low-Rise	n d̪ o m p a	4 1 7 4 1 7	ACYMBZ	NTUMPA	7	7.N.C 7.T.C 7.U.V 7.M.c 7.P.C 7.A.V	2.0 1.5 1.3 1.1 1.75 0.8	0	n d̪ o m p a	556	n d̪ o m p a
1933	Yolmo	WET	taŋmu	Wet:Low-Rise	t a ŋ m u	1 7 4 4 7	AXMBZ	TANMY	8	8.T.C 8.A.V 8.N.c 8.M.C 8.Y.V	2.0 1.5 1.1 1.75 0.8	0	t a ŋ m u	555	t a ŋ m u
#
181	Gyalsumdo	WHAT	tɕi	What:High	t ɕ i	1 3 7	ACX	TSI	1	1.T.C 1.S.C 1.I.V	2.0 1.5 1.5	0	t ɕ i	559	t ɕ i
441	Jirel	WHAT	tɕi	What:High-Fall	t ɕ i	1 3 7	ACX	TSI	2	2.T.C 2.S.C 2.I.V	2.0 1.5 1.5	0	t ɕ i	559	t ɕ i
699	Kagate	WHAT	tsi	What:High	t s i	1 3 7	ACX	TSI	3	3.T.C 3.S.C 3.I.V	2.0 1.5 1.5	0	t s i	559	t s i
956	Lowa	WHAT	ki	What:(Low-)Rise	k i	1 7	AX	KI	4	4.K.C 4.I.V	2.0 1.5	0	k i	561	k i
1207	Nubri	WHAT	tɕi	What:(Mid-)High	t ɕ i	1 3 7	ACX	TSI	5	5.T.C 5.S.C 5.I.V	2.0 1.5 1.5	0	t ɕ i	559	t ɕ i
1460	Sherpa	WHAT	kʰaŋ	What:Mid	kʰ a ŋ	1 7 4	AXN	KAN	6	6.K.C 6.A.V 6.N.c	2.0 1.5 0.8	0	kʰ a ŋ	560	kʰ a ŋ
1703	Tsum	WHAT	tɕi	What:High	t ɕ i	1 3 7	ACX	TSI	7	7.T.C 7.S.C 7.I.V	2.0 1.5 1.5	0	t ɕ i	559	t ɕ i
